,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
1731,13,Mr,NA,NA,,
1732,13,"Chief Justice, may it please the Court:
The railroad has gained numerous benefits already from the Federal Railroad Safety Act",premise,logos,,
1733,13,They now ask this Court to benefit you,premise,logos,,
1734,13,benefit them further by finding that two traditional common law duties are preempted,premise,logos,,
1735,13,And we have to get to the subject matter of what is preemptive,claim,evaluation-rational,,
1736,13,because the regulation is so clear,premise,logos-pathos,,
1737,13,"The regulation in this case, section 434, bears repeating",claim,evaluation-rational,,
1738,13,"It starts out, Congress declares--
--Your Honor, it is all the way through there",NA,NA,,
1739,13,At the very beginning,claim,interpretation,,
1740,13,"page 9, Your Honor, at the very bottom it begins",NA,NA,,
1741,13,"Congress declares that the laws, rules, regulations, orders, and standards relating to railroad safety should be nationally uniform to the extent practicable,",premise,logos,,
1742,13,thus beginning the section with a recognition that all laws relating to railroad safety can't be completely uniform,claim,evaluation-rational,,
1743,13,Then the second section,NA,NA,,
1744,13,"A State may adopt or continue in force any law, rule, regulation, order, or standard relating to",premise,logos,,
1745,13,relating to,NA,NA,,
1746,13,railroad safety,claim,evaluation-rational,,
1747,13,That's preservative of the State's powers,premise,logos-pathos,,
1748,13,Then the preempting provision,claim,interpretation,,
1749,13,Until the Secretary covers the subject matter,claim,evaluation-rational,,
1750,13,This statute is drawn very narrowly,claim,evaluation-rational,,
1751,13,"Therefore, it must be construed very narrowly and especially in light of the presumption against preemption when you've got such traditional State police powers",claim,evaluation-rational,,
1752,13,"Your Honor, without 434",premise,pathos,,
1753,13,"the preemption might have even been broader without it,",premise,logos,,
1754,13,"but it preserves State laws relating to railroad safety until the Secretary covered the subject matter, and that--
--Yes, Your Honor, it is fairly common,",NA,NA,,
1755,13,but the language used,NA,NA,,
1756,13,the language Congress chose,claim,interpretation,,
1757,13,we have to assume they knew the meaning of what they were saying,claim,evaluation-rational,,
1758,13,"Your Honor, I classify it as such",claim,interpretation,,
1759,13,"because it says that State law is preserved relating to railroad safety, and then when it says what's preempted, what does it say?
The Secretary has to cover the subject matter, not",claim,evaluation-rational,,
1760,13,"the Secretary didn't say, well, when the Secretary passes a regulation that relates to railroad safety",premise,logos,,
1761,13,The Congress said cover the subject matter,claim,evaluation-rational,,
1762,13,That's why I say the statute is narrowly drawn,claim,evaluation-rational,,
1763,13,"It's also supported by the legislative history, Your Honor",premise,logos,,
1764,13,The legislative history in a railroad congressional hearing addressing Federal and State roles under the FRSA,premise,logos,,
1765,13,this is what Congress said,claim,interpretation,,
1766,13,"The States may adopt or continue in force any law, rule, regulation, et cetera, until the Secretary has promulgated a specific rule",premise,logos,,
1767,13,This prevents the mere enactment of a broad authorizing Federal statute from preempting the field,premise,logos,,
1768,13,"Then to ensure even more that State law wouldn't be arbitrarily displaced, they included the local safety hazard exception, which says States may adopt rules, regulations that the Secretary has already covered when there's a local safety hazard and it's not incompatible with the Federal rule and it's not an undue burden on interstate commerce",premise,logos,,
1769,13,"Reading this and then reading it as this Court always does in light of its stated purpose, the purpose of the FRSA, not as CSX would have you believe, is not uniformity",claim,evaluation-rational,,
1770,13,Congress described the purpose as this act to promote safety in all areas of railroad operations and reduce accidents and deaths and injuries caused by railroad related accidents and to reduce damage caused by any accidents involving any carrier of hazardous materials,premise,logos-pathos,,
1771,13,And that's very important when we talk about speed,premise,logos,,
1772,13,The Secretary has not covered the two subject matters at issue here under the express terms of section 434 read in light of its stated purpose,claim,evaluation-rational,,
1773,13,"With regard to speed, first of all, section 213 does not regulate what the State's common law regulates",claim,evaluation-rational,,
1774,13,It does not cover it,claim,evaluation-rational,,
1775,13,"It may relate to speed,",claim,interpretation,,
1776,13,but it doesn't completely cover the subject matter,NA,NA,,
1777,13,The scope of the act,claim,evaluation-rational,,
1778,13,"the beginning of it says--
--No, Your Honor",NA,NA,,
1779,13,"Yes, Your Honor",claim,agreement,,
1780,13,"Only the congressional history says completely,",NA,NA,,
1781,13,"but it doesn't say relating to either, and it doesn't say addressing",NA,NA,,
1782,13,And Congress could have chosen those words,premise,logos,,
1783,13,Congress said cover,claim,agreement,,
1784,13,And that does not cover the subject matter,claim,evaluation-rational,,
1785,13,"The beginning of section 213, Your Honor, says this is all about track safety standards, and it says, well, we're going to govern the geometry",premise,logos,,
1786,13,We're going to govern the roadbed,claim,evaluation-rational,,
1787,13,We're going to govern the number and the quality of crossties along a section of track,claim,evaluation-rational,,
1788,13,"Then Congress comes up and says now, based on these factors, how many crossties you have, based on how much",premise,pathos,,
1789,13,"how many joints and rails and all this kind of stuff, they say we're going to classify this section of track right here at Cartersville, Georgia as class 4",premise,logos,,
1790,13,"A class 4 track you can travel across based on track structure, geometry, and all that",premise,logos,,
1791,13,you can travel across it at 60,premise,logos,,
1792,13,"Now, if the railroad wants to upgrade it to a class 6, they can travel at 110",premise,logos-pathos,,
1793,13,"Now, then you can see that they were addressing one thing",premise,logos-pathos,,
1794,13,You can read it from the text of that act,premise,pathos,,
1795,13,"They were governing how fast a train can travel and not derail, and that's all--
--Absolutely",premise,logos-pathos,,
1796,13,"Yes, Your Honor",claim,agreement,,
1797,13,"According to section--
--Your Honor, I don't know what the national maps show",premise,logos,,
1798,13,"I will tell you that if this Court finds that speed is preempted under this section, the only thing that has to be considered in traveling 110 is whether you're sitting on a class 6 track, and that doesn't have anything to do with grade crossing safety, weather, fog, schools in the nearby area, high volumes of traffic going across the area, nothing that the common law controls",premise,logos,,
1799,13,"You can see also--
--Yes, Your Honor, and in most cases they do",premise,logos,,
1800,13,Ours is,claim,interpretation,,
1801,13,our case is common law,claim,evaluation-rational,,
1802,13,"There's a lot of cases out there that did deal with municipal ordinances, and those cases held that it was preempted,",premise,logos,,
1803,13,"but not preempted for the reasons--
--The local speed ordinances",NA,NA,,
1804,13,"because they said they--
--In the lower courts",premise,logos,,
1805,13,"That's what the lower courts were saying,",NA,NA,,
1806,13,"but they were--
--I believe, Your Honor, that ordinance is not preempted",NA,NA,,
1807,13,It does not,claim,interpretation,,
1808,13,this section 213 does not cover the subject matter of that requirement,claim,evaluation-rational,,
1809,13,"because that requirement would be based on the same factors as the State's common law, the traffic--
--Yes, Your Honor, and I understand the concern that you're getting at",premise,logos-pathos,,
1810,13,But the purpose of the FRSA is not to burden interstate commerce,claim,evaluation-rational,,
1811,13,to place,claim,interpretation,,
1812,13,take a burden away,claim,evaluation-emotional,,
1813,13,The purpose is to promote safety,claim,evaluation-rational,,
1814,13,"Wouldn't it be counterproductive to allow the railroads to travel at 110 miles an hour through Cartersville, Georgia at a crossing with 150 feet of sight distance, that they have these trucks going over all the time?
He sure could",NA,NA,,
1815,13,"That's absolutely right, Your Honor",claim,agreement,,
1816,13,He certainly could,premise,logos-pathos,,
1817,13,"I'm not--
--No, sir, he has not, and I'm not certain how long he'd be Secretary if he did",NA,NA,,
1818,13,"because the headlines, if they said",premise,logos,,
1819,13,can you imagine saying Congress says we can travel 110 miles an hour across,premise,logos,,
1820,13,through grade crossings on all railroad tracks in the United States,premise,logos,,
1821,13,"How likely would it be that it would have been passed?
Then, also to support that this regulation only covers derailments and track classification is Senate report 91-6--
--That would be great, Your Honor,",NA,NA,,
1822,13,but 65 percent of the crossings out there have no active protection at all,premise,logos,,
1823,13,"It's both very important, Your Honor",premise,logos,,
1824,13,"As far as--
--Yes, sir",NA,NA,,
1825,13,"[Laughter]
I know what you mean",premise,logos,,
1826,13,One of the witnesses in this case was kind of upset,premise,logos-pathos,,
1827,13,"because she didn't get to get her free bag of coffee by getting to the grocery store at a certain time, and so she was very aggravated by this",premise,logos-pathos,,
1828,13,"But, Your Honor--
--Yes, it is",NA,NA,,
1829,13,"Absolutely, Your Honor, and it is a safety factor",premise,logos-pathos,,
1830,13,"However, the Secretary noted in the reports to Congress that it's also a safety factor to have these trains slow down",premise,logos-pathos,,
1831,13,because of the common sense involved,premise,logos-pathos,,
1832,13,"The slower the train is going, the more time that the motorist has to perceive the train's presence and to react to it, like at this crossing with only 150 feet of sight distance",premise,logos-pathos,,
1833,13,"At 35 miles an hour, it was upon Mr",premise,logos,,
1834,13,Easterwood in 3,premise,logos,,
1835,13,2 seconds,NA,NA,,
1836,13,Imagine if you doubled that to 60 miles an hour,premise,logos,,
1837,13,"Your Honor, as far as if a gate arm always were in place at every crossing in Georgia, and we had unlimited Federal funds and could just put them everywhere, and they always worked properly, they didn't ever malfunction, and they didn't ever give false warnings, and they didn't ever do any of those things, you're right",premise,logos-pathos,,
1838,13,"Speed would not be an issue,",claim,evaluation-rational,,
1839,13,"but that's not the reality of it, sir",NA,NA,,
1840,13,The reality of it is that there's not gate arms at every crossing,claim,evaluation-rational,,
1841,13,"In fact, most of them there's not",premise,logos-pathos,,
1842,13,Many of the crossings are not even a recipient of Federal funds,premise,logos,,
1843,13,because they're not public crossings to begin with,premise,logos,,
1844,13,"Your Honor, if the crossing has been improved--
--We look at those, the gate arm regulations, strictly as funding regulations",premise,logos-pathos,,
1845,13,That's all they are,premise,logos-pathos,,
1846,13,"Every one of them--
--No preemption, sir",premise,logos-pathos,,
1847,13,"And as Justice O'Connor pointed out, they would have an excellent defense if they did what was required by 646",premise,logos-pathos,,
1848,13,214 in State law,premise,pathos,,
1849,13,in State court,premise,pathos,,
1850,13,"And what jury is going to hold them liable for doing no more than they were allowed to do?
That's the way our system works",premise,logos,,
1851,13,"Your Honor, I believe in the jury system",claim,interpretation,,
1852,13,"I believe in the jury system completely, and I do believe that more times than not they do the right thing",premise,logos-pathos,,
1853,13,"And they know that when you put gate arms up and the State says that's enough, they have enough sense to know that you don't hold them liable just",premise,logos-pathos,,
1854,13,"because you got a poor, little old lady over here that doesn't have a husband anymore",premise,logos-pathos,,
1855,13,"They have sympathy,",premise,logos-pathos,,
1856,13,but not that much,NA,NA,,
1857,13,I know,NA,NA,,
1858,13,because I'm in front of juries all the time,premise,logos-pathos,,
1859,13,"Now, these are funding regulations, and funding regulations, Your Honor, do not displace State tort law unless they do so with such explicitness that the States know by accepting Federal funds how much of their law was going to be displaced",premise,logos,,
1860,13,That's not the case here,claim,evaluation-rational,,
1861,13,Every regulation cited applies to Federal fund projects,premise,logos,,
1862,13,The prioritization is to receive Federal funds; even the Secretary states her position,premise,logos,,
1863,13,or his position as overseer to ensure that Federal money is appropriately spent,premise,logos-pathos,,
1864,13,"The regulations that were promulgated by the Secretary did just that, ensure that Federal money is appropriately spent and, of course, the Federal Government wants to do that",premise,logos,,
1865,13,"And why do they give it to the States?
You all were asking that question earlier",NA,NA,,
1866,13,"Why do they give it to the States and doesn't that preempt?
No",premise,logos-pathos,,
1867,13,They don't have a mechanism for giving it directly to the railroad,claim,evaluation-rational,,
1868,13,It has to go through the States,claim,evaluation-rational,,
1869,13,"No, sir, not the private crossings at all",premise,logos-pathos,,
1870,13,Just the public crossings,premise,logos-pathos,,
1871,13,"That would be possible--
--Well, maybe they do",premise,logos-pathos,,
1872,13,"Maybe they do take the rinky-dink ones, and they don't worry about those, the ones that are out in the country",premise,logos-pathos,,
1873,13,"Well, they're supposed to look at them all",premise,logos-pathos,,
1874,13,They're supposed to look at them all,premise,logos,,
1875,13,I don't know how in practice it actually works,claim,evaluation-rational,,
1876,13,"But think about that, Your Honor",NA,NA,,
1877,13,"Think about if you accept the Solicitor General's argument, is that once that Federal money is spent, you're preempted",premise,logos-pathos,,
1878,13,"Then every time that diagnostic team walks down a section of track, down any area in, say, 10 miles and they see three or four crossings, just",premise,logos,,
1879,13,"because they walked down there and their salaries were paid with Federal funds, you're preempted according to the Solicitor General, which would",premise,logos,,
1880,13,that can't be,claim,interpretation,,
1881,13,It can't be,premise,logos,,
1882,13,"Take the situation here where a motion detector was--
--Your Honor, Mr",NA,NA,,
1883,13,"Trienens was correct up to a point, that they did decide",claim,interpretation,,
1884,13,they did put it,premise,logos,,
1885,13,"well, let me say this",NA,NA,,
1886,13,"They put a motion detector years ago, and the reason why they put the motion detector is they were upgrading four crossings",premise,logos,,
1887,13,"When they upgraded those four crossings, they decided to put gate arms at all of them, and that included Cook Street",premise,logos,,
1888,13,They wanted to do that,premise,logos,,
1889,13,But they started at West Avenue,premise,logos,,
1890,13,I wish I could,claim,evaluation-emotional,,
1891,13,"There were,",NA,NA,,
1892,13,but they were used to improve the West Avenue crossing,premise,logos,,
1893,13,because the motion detector at Cook Street wouldn't work with the new circuitry at West Avenue,premise,logos-pathos,,
1894,13,"So, yes, Federal funds were spent to put a motion detector at Cook Street some years ago,",premise,logos-pathos,,
1895,13,but it wasn't for the safety of Cook Street,NA,NA,,
1896,13,It was to make the West Avenue circuitry work,claim,evaluation-rational,,
1897,13,because you have to change it all,claim,evaluation-rational,,
1898,13,It's all tied in together,premise,logos-pathos,,
1899,13,"So--
--Yes, sir",NA,NA,,
1900,13,That's why it's such a complicated answer,claim,interpretation,,
1901,13,"Now, as far as the gate arms and the city saying no, you're not going to do that, I want to tell you what happened",premise,logos-pathos,,
1902,13,"What happened was is it is big, and they said you can't put an island here",premise,logos,,
1903,13,because we have lots of tractor-trailer traffic,premise,logos-pathos,,
1904,13,And it is,NA,NA,,
1905,13,"It's an industrial area, and you know how wide they have to turn when making a turn",premise,logos,,
1906,13,"If they put an island in the middle of it, they couldn't have negotiated that turn",premise,logos-pathos,,
1907,13,"So, they said you got to put extended gate arms on, the longer ones",premise,logos,,
1908,13,"And the railroad said, well, then we got to raise our communication lines",premise,logos-pathos,,
1909,13,because they're going to interfere,premise,logos,,
1910,13,"And they said, okay, we'll do it, and everybody went on their merry way",premise,pathos,,
1911,13,And nobody ever did anything,premise,logos-pathos,,
1912,13,The railroad never reported back that they had completed raising their communication lines,premise,logos,,
1913,13,Then Mr,NA,NA,,
1914,13,"Easterwood is killed, and they're saying, boom, you're preempted",premise,logos-pathos,,
1915,13,because you wouldn't let us do it,premise,logos,,
1916,13,It's not the case,claim,evaluation-rational,,
1917,13,That's definitely not the case,claim,evaluation-rational,,
1918,13,"And that shows that if you find that these are anything other than funding regulations how difficult the question is going to be in the lower courts as to when preemption starts, when it ends, what it turns on, the lapse",premise,logos,,
1919,13,"Is there a lapse?
Is that a problem?
It's just common sense that these are nothing",NA,NA,,
1920,13,but funding regulations that do not supplant State tort law,premise,logos,,
1921,13,"Yes, sir, they are",claim,agreement,,
1922,13,"The States are given a certain amount of funds, and part of it's used for the surveying process, some to pay the diagnostic team",premise,logos,,
1923,13,And so there you go,NA,NA,,
1924,13,The diagnostic team walks down the track,premise,logos,,
1925,13,"Boom, you're preempted under that analysis",claim,interpretation,,
1926,13,The Secretary in the reports to Congress noted that,premise,logos,,
1927,13,because the railroad does have tort liability in cases such as,premise,logos,,
1928,13,"in railroad crossing accidents, this continues, a just",premise,logos,,
1929,13,a continuing interest,claim,evaluation-rational,,
1930,13,excuse me,claim,agreement,,
1931,13,This justifies a continuing interest on the part of the railroad in the total safety effort,claim,evaluation-rational,,
1932,13,"If they were to be preempted, Your Honors, from placing gate arms at a hazardous crossing, it would remove all incentive to improve safety, and that would be in direct opposition to the purpose of the Federal Railroad Safety Act",premise,logos-pathos,,
1933,13,"I'm sorry, Justice Scalia, you had a question",claim,evaluation-rational,,
1934,13,Okay,claim,agreement,,
1935,13,"Neither in this case is there implied preemption, and I",NA,NA,,
1936,13,"correct me if I'm pronouncing this wrong,",claim,evaluation-emotional,,
1937,13,"but in Cipollone, it",NA,NA,,
1938,13,"you all agreed that if you have an express preemption provision, this causes you to not have to look at whether it occupies the field",claim,evaluation-rational,,
1939,13,"because just by there being a provision, it's assumed that Congress did not want to go any further than what was stated in the provision",premise,logos,,
1940,13,"So far as conflict preemption, there is no conflict here either, Your Honors",claim,interpretation,,
1941,13,"CSX, first of all, can easily comply with both of the State requirements at issue here",claim,evaluation-rational,,
1942,13,"First of all, the Solicitor General and the railroad makes the argument that",claim,interpretation,,
1943,13,its counter on the speed argument is,claim,evaluation-rational,,
1944,13,"because emergency braking will place them in a position where that would cause a derailment, and they all concede that this was aimed at derailments",premise,logos-pathos,,
1945,13,Section 213 was aimed at derailments,premise,logos,,
1946,13,Emergency braking is not the question here,claim,evaluation-rational,,
1947,13,"If you slow down to what's reasonable, you shouldn't ever have to emergency brake",claim,evaluation-rational,,
1948,13,And a point that came out earlier during Mr,claim,interpretation,,
1949,13,"Trienens' argument was very interesting, the fact that the proper lookout claim still remains in this case",premise,logos,,
1950,13,"The proper lookout claim couldn't possibly remain if the speed is preempted because--
--Yes, Your Honor",premise,logos-pathos,,
1951,13,That kind of makes the State requirement superfluous,claim,evaluation-rational,,
1952,13,"You know, well, there he goes",premise,logos-pathos,,
1953,13,"[Laughter]
And that would not make sense",NA,NA,,
1954,13,I'm sorry,claim,evaluation-emotional,,
1955,13,The Secretary,claim,interpretation,,
1956,13,"well, let me state then also it is supported in the legislative history that these were just for derailments, and that's all they were for is for derailments",premise,logos-pathos,,
1957,13,"In Senate report 91-619, the Senate members were talking about recent catastrophes that had happened from derailments, and they cited one case, one example, where a car derailed",premise,logos-pathos,,
1958,13,"And it was carrying hazardous chemicals, and it caused an explosion",premise,logos-pathos,,
1959,13,The explosion destroyed the city's major industry,premise,logos,,
1960,13,"It destroyed several homes, and it contaminated the water supply for several months",premise,pathos,,
1961,13,Then they found out that a $50 track repair would have made,premise,logos,,
1962,13,"caused that derailment not to occur, that that would have happened",premise,logos-pathos,,
1963,13,If,NA,NA,,
1964,13,"Congress, the Senate members, noted that",premise,logos,,
1965,13,"because of that, they thought that the derailments were caused by poor track conditions combined with highe average speeds",premise,logos-pathos,,
1966,13,Mr,NA,NA,,
1967,13,"Parker pointed out to me this morning in the USA Today, the bottom, left-hand corner, an article says 69 percent of train accidents are derailments",premise,logos,,
1968,13,"The Secretary in section 213 was only regulating Congress' perceived cause of these terrible derailments that happen so frequently, poor track conditions combined with higher average speeds",claim,evaluation-emotional,,
1969,13,Thank you,NA,NA,,
1970,13,"Well, Your Honor, under their interpretation, they say that they don't",premise,logos-pathos,,
1971,13,"In fact, in their reply brief",NA,NA,,
1972,13,it amazed me,claim,evaluation-emotional,,
1973,13,they said we still have the duty to slow down to avoid a collision,premise,logos-pathos,,
1974,13,"What's the difference between slowing down to avoid a collision, a specific collision--
--Yes, Your Honor",premise,logos-pathos,,
1975,13,"Yes, Your Honor, and--
--Right, but--
--That is all they're saying,",NA,NA,,
1976,13,but what we're doing with the railroad is no more than we're doing with a truck driver on I-75,premise,logos,,
1977,13,If he comes to an area where the lanes narrow down into one,premise,logos,,
1978,13,"because they're doing construction, we require him to slow down, to not kill somebody",premise,logos-pathos,,
1979,13,We don't pat him on the back and say that's okay,premise,logos-pathos,,
1980,13,"It is, and now they're saying in their reply brief that they have the duty to slow down",premise,logos-pathos,,
1981,13,"And that's what's inconceivable to me, Your Honor, is I don't see what the difference is in slowing down to avoid a specific collision and slowing down to avoid a collision",NA,NA,,
1982,13,because you're in a dangerous area,premise,logos,,
1983,13,"But they--
--Right",NA,NA,,
1984,13,"Or--
--Yes, Your Honor",NA,NA,,
1985,13,That's right,claim,evaluation-rational,,
1986,13,And if they knew,NA,NA,,
1987,13,"by that same reasoning, if they knew that there was a little path there",premise,logos,,
1988,13,"because it was a national park and pedestrians, people, frequently and bicyclers frequently went over the tracks there to go into the other part of the national park, would they then not have a duty to know that that hazard is up there and that it's very likely that an accident could occur",premise,logos-pathos,,
1989,13,because the conditions are so bad and not slow down,premise,logos-pathos,,
1990,13,"It's inconceivable, Your Honor, that the Secretary would pass a regulation like that in the name of safety",premise,logos-pathos,,
1991,13,Thank you,NA,NA,,
1992,14,"Could I ask you if you had, say, in 1972 on 3, you had gone to the Commission and asked for a rate increase, saying that you were contractually permitted to increase the rates and please give us permission to charge a higher rate, and the Commission had said fine, that's fine, now, that certainly would have been permission for you prospectively to file, to charge higher rates?
Is the Commission authorized to give retroactive effect to any rate increase?
So, the question that my brother Brennan asked you, was, do you interpret the Commission's response to what you did file as saying, we consent to your charging higher rates from 1961 up to",NA,NA,,
1993,14,I don't think they have the authority to make rate increases retroactive,claim,evaluation-rational,,
1994,14,I understand that,claim,evaluation-rational,,
1995,14,Even if it were conceded that the contract permitted you to,premise,logos,,
1996,14,"if there was no question whatsoever about that, the Commission would",NA,NA,,
1997,14,"the most the Commission could do is say, prospectively, you may charge higher rates?
Well, that's the problem",claim,evaluation-rational,,
1998,14,"As I understand the Commission, the Commission opposes the result you want to reach here?
And on the ground that this would undercut their authority despite the claim of",premise,logos-pathos,,
1999,14,"your claim based on the equities, and despite your in effect claiming estoppel--
--Or misrepresentation or whatever?
And the Commission",premise,logos-pathos,,
2000,14,"that's the Commission's position, isn't it?
From '72 on?
At least, any producer who was a small producer entitled to be exempt from filing?
There is some argument about whether all of them are or not?
So, from '72 on, it didn't make any difference whether--
--Well, the Commission position is, though, from '61 to '72, as to the dry gas residue, you're not entitled to any--
When was the waiver appeal taken?
When was it filed in the Court of Appeals?
That was after",NA,NA,,
2001,14,"that was after we granted certiorari?
This year, did we?
So we knew that the waiver had been denied?
Is there any argument in this case about",NA,NA,,
2002,14,or I'll put it the other way,NA,NA,,
2003,14,"must we decide whether these companies are small companies that are freed from the filing requirements as of '72?
Is there an issue about that?
But you mean, if someone is a small producer, then from '72 on there is no dispute?
Well, then, it'd all go back to the state court?
Why is that?
I thought the Commission in this very case said that to the extent these companies are small producers, then it's up to the state court after '72?
But",NA,NA,,
2004,14,"the Commission washed its hands of the whole matter then, with respect to post-'72 rate increase?
I don't want to extend your time, Mr",NA,NA,,
2005,14,Goldberg,claim,agreement,,
2006,15,Mr,NA,NA,,
2007,15,"Chief Justice, and may it please the Court:
I will frame the issue just a little bit differently,",NA,NA,,
2008,15,because I think the issue that this Court is presented with here is whether Conrail's distrust of the twin pillars of the American justice system,premise,logos-pathos,,
2009,15,and that is the jury and the adversarial system,NA,NA,,
2010,15,should persuade this Court to ignore the text of the FELA and the broad remedial purposes as,claim,evaluation-rational,,
2011,15,"as the commitments of this Court over almost the last century have revealed, to ignore genuine, severe and foreseeable injury resulting from the negligence of the railroad",premise,logos-pathos,,
2012,15,"Let me,",NA,NA,,
2013,15,"because of the position that I stand in, address some questions",premise,logos-pathos,,
2014,15,"First, Petitioner said that there was no duty in 1908 to avoid emotional injury at common law",premise,logos-pathos,,
2015,15,That's incorrect,claim,agreement,,
2016,15,And he ignores the case of Dulieu v,premise,logos-pathos,,
2017,15,"White & Son, which is actually a King's Bench case in 1901",premise,logos,,
2018,15,"I apologize I did not cite it, and I can provide, by letter, the cite",premise,logos-pathos,,
2019,15,"It was--
--Yes, Your Honor, I believe that is correct",NA,NA,,
2020,15,"However, as I think that we, as common law lawyers approach common law, I believe the common law would embody both",claim,interpretation,,
2021,15,and,NA,NA,,
2022,15,"and I'll get to your question in a little different way, contrasting whether--
--Absolutely",NA,NA,,
2023,15,And let me go right to,claim,evaluation-rational,,
2024,15,to your,NA,NA,,
2025,15,to the answer to your question,NA,NA,,
2026,15,And that's Spade v,NA,NA,,
2027,15,"Lynn and Massachusetts Railroad, which was",premise,logos,,
2028,15,which was the American case that was specifically addressed by Just,premise,logos,,
2029,15,Judge Kennedy,premise,logos,,
2030,15,excuse me,claim,agreement,,
2031,15,"of the King's Bench in Dulieu, in which",premise,logos,,
2032,15,in Spade v,NA,NA,,
2033,15,v,NA,NA,,
2034,15,"Lynn and Massachusetts Railroad, they recognized that there was a duty to exercise reasonable care to avoid emotional injury",premise,logos,,
2035,15,"But the court said in Spade, we have a problem of the administration of these claims",premise,logos-pathos,,
2036,15,the same argument that Conrail is making here,claim,evaluation-emotional,,
2037,15,we have a difficulty of proof,claim,interpretation,,
2038,15,"And what the resolution of the issue before this Court is, is really a matter of proof",claim,evaluation-rational,,
2039,15,"In the Carlisle case, we marshalled a trial, and the jury decided that Conrail ignored the 1929 studies that revealed the dangerous medical consequences, bodily consequences, that",premise,logos,,
2040,15,"that occurred as a result of unreasonable stress on the job without visual assistance; they ignored the 1974 report of the FRA, which confirmed those results; they ignored the 1987 assessment of the very office that found the conditions there hazardous, that found the staff inadequate, that found the work excessive, that found that there was no visual assistance whatsoever to assist train dispatchers who were making moment-to-moment decisions that could involve wholesale catastrophe",premise,logos-pathos,,
2041,15,"And that leads me--
--Good question,",NA,NA,,
2042,15,"because that brings me over to Justice O'Connor, who I think asked a question, isn't there another remedy here?
No, Your Honor",NA,NA,,
2043,15,The remedy that,NA,NA,,
2044,15,"that in fact the Petitioner is arguing for before this Court is to exclude an entire class of employees, an entire class of injuries, from any remedy whatsoever",claim,evaluation-rational,,
2045,15,And I might point out that they absolutely misstate the law with respect to Workmen's Compensation in the United States,claim,evaluation-emotional,,
2046,15,"The law of Workmen's Compensation in the United States, every other worker in any other industry would have recovery for an emotional injury which was foreseeable and was an essential consequence of their type of job",premise,logos-pathos,,
2047,15,"But let's talk a little bit about the zone of danger that I think--
--Judge, I",NA,NA,,
2048,15,"I believe I've cited--
--Goyden v",NA,NA,,
2049,15,I forget the defendant's name,premise,logos-pathos,,
2050,15,"a New Jersey case, which essentially holds that if in fact the emotional injury is causally related to an essential aspect of that employee's work, that emotional injury is fully compensable",claim,evaluation-rational,,
2051,15,"That's why--
--Judge",NA,NA,,
2052,15,"Justice, let me please comment on that",NA,NA,,
2053,15,"Because, actually, if you look at the law of Workmen's Compensation in this area",premise,logos,,
2054,15,"for instance, the case of Hammerle, which is the Pennsylvania Workmen's Compensation that recognizes the compensability of emotional injury, the test is: Was the emotional illness a reasonable reaction to an abnormal working circumstance?
Which, actually, it is the",NA,NA,,
2055,15,the only Workmen's Compensation type of case in Pennsylvania that actually requires proof of fault,premise,logos,,
2056,15,proof of showing that the condition was abnormal,premise,logos-pathos,,
2057,15,"So, it's very interesting in this area that in",NA,NA,,
2058,15,"in the emotional recovery area in Workmen's Comp, the test does include the reasonable person test, which is a negligence concept",premise,logos,,
2059,15,"And that is, this is not a",claim,evaluation-rational,,
2060,15,"a subjective reaction, it is an objective test in Workmen's Compensation",claim,evaluation-rational,,
2061,15,"So, I",NA,NA,,
2062,15,I come,claim,agreement,,
2063,15,"I cite the issue with some hesitancy,",claim,evaluation-rational,,
2064,15,because of the knee-jerk reaction of railroads generally to the mention of Workmen's Compensation,premise,logos,,
2065,15,But I mention it,NA,NA,,
2066,15,"because of Justice O'Connor's question, so that this Court understands that what Conrail is really arguing here is that an entire class of genuine, foreseeable, real and severe injuries go completely uncompensated in the face of the clear language of the statute in 1908 that every injury suffered at the hands of the negligence of the railroad, in whole or in part, should be in fact compensated",premise,logos-pathos,,
2067,15,And there's a couple of other points that I want to make as a matter of proof,claim,evaluation-rational,,
2068,15,"This Court has recently addressed the issue, and actually reaffirmed its faith and its confidence in the American adversary system and in the jury in the case of Dalbert, and also in the case of",premise,logos-pathos,,
2069,15,Harris,claim,agreement,,
2070,15,"But--
--If I might return to the initial discussion that I had about the Dulieu case, Judge, I",NA,NA,,
2071,15,"Justice, I believe that it was in fact a duty that existed at common law that, at the time of the Spade v",premise,logos-pathos,,
2072,15,"Lynn and Massachusetts decision, there were these concerns about the administration",premise,logos-pathos,,
2073,15,"that is, fraudulent claims and unforeseeable liability or",premise,logos-pathos,,
2074,15,excuse me,claim,agreement,,
2075,15,potential liability,premise,logos-pathos,,
2076,15,caused the court to adopt certain crutches that in fact were really examples of meritorious cases,premise,logos,,
2077,15,We have now developed medical science to such a point,claim,evaluation-rational,,
2078,15,and the adversarial system allows the medical science,premise,logos,,
2079,15,"the competing medical views of the causation, of the seriousness of an emotional injury, under the reasonable man standard, to compete in the marketplace of the courtroom, and to allow the jury, with proper instructions, to decide what, in fact, Spade v",premise,logos,,
2080,15,"Lynn kind of threw up its hands and say, we'll use these crutches, the physical impact doctrine",premise,pathos,,
2081,15,"Let me also make a point--
--Let me",NA,NA,,
2082,15,let me make a point under the Restatement,claim,interpretation,,
